Event ID,Outage Start,YEAR,MONTH,Season,State,Postal Code,Climate Region,NERC Region,Climate Category,Cause Category,Cause Detail,Duration Minutes,Duration Hours,Duration Bucket,Customers Affected,Urban Population Density,Outage Count
1110,2008-02-02 03:58:00,2008,2,Winter,California,CA,West,WECC,Cold,Equipment Failure,,749.0,12.483333333333333,Under 1 day,,4303.7,1
642,2008-02-05 22:00:00,2008,2,Winter,Kentucky,KY,Central,SERC,Cold,Severe Weather,,1020.0,17.0,Under 1 day,76000.0,1795.8,1
20,2008-02-06 09:00:00,2008,2,Winter,Tennessee,TN,Central,SERC,Cold,Severe Weather,,840.0,14.0,Under 1 day,57000.0,1450.3,1
1273,2008-02-09 11:59:00,2008,2,Winter,California,CA,West,WECC,Cold,Islanding,,214.0,3.566666666666667,Under 1 day,0.0,4303.7,1
1336,2008-02-10 14:06:00,2008,2,Winter,Virginia,VA,Southeast,SERC,Cold,Severe Weather,Heavy Wind,570.0,9.5,Under 1 day,114618.0,2265.2,1
745,2008-02-10 18:02:00,2008,2,Winter,North Carolina,NC,Southeast,SERC,Cold,Severe Weather,Heavy Wind,1318.0,21.966666666666665,Under 1 day,50718.0,1367.2,1
1462,2008-02-13 18:43:00,2008,2,Winter,Maine,ME,Northeast,NPCC,Cold,Severe Weather,Winter Storm,1037.0,17.283333333333335,Under 1 day,50462.0,1428.0,1
667,2008-02-14 08:15:00,2008,2,Winter,Utah,UT,Southwest,WECC,Cold,System Operability Disruption,,871.0,14.516666666666667,Under 1 day,74031.0,2737.1,1
1113,2008-02-15 15:06:00,2008,2,Winter,California,CA,West,WECC,Cold,Islanding,,270.0,4.5,Under 1 day,10008.0,4303.7,1
645,2008-02-25 08:00:00,2008,2,Winter,Kentucky,KY,Central,RFC,Cold,Fuel Supply Emergency,,23700.0,395.0,More than 3 days,0.0,1795.8,1
1035,2008-02-26 13:09:00,2008,2,Winter,Florida,FL,Southeast,FRCC,Cold,Equipment Failure,Transmission Trip,182.0,3.033333333333333,Under 1 day,584384.0,2315.2,1
1050,2008-02-26 13:09:00,2008,2,Winter,Florida,FL,Southeast,FRCC,Cold,System Operability Disruption,,91.0,1.5166666666666666,Under 1 day,53965.0,2315.2,1
1059,2008-02-26 13:09:00,2008,2,Winter,Florida,FL,Southeast,FRCC,Cold,System Operability Disruption,,38.0,0.6333333333333333,Under 1 day,56000.0,2315.2,1
1060,2008-02-26 13:09:00,2008,2,Winter,Florida,FL,Southeast,FRCC,Cold,System Operability Disruption,,61.0,1.0166666666666666,Under 1 day,47661.0,2315.2,1
1041,2008-02-26 13:10:00,2008,2,Winter,Florida,FL,Southeast,FRCC,Cold,System Operability Disruption,,155.0,2.5833333333333335,Under 1 day,150000.0,2315.2,1
622,2008-03-08 16:00:00,2008,3,Spring,Pennsylvania,PA,Northeast,RFC,Cold,Severe Weather,,2684.0,44.733333333333334,1 to 3 days,168449.0,2123.4,1
245,2008-04-09 16:00:00,2008,4,Spring,Texas,TX,South,TRE,Cold,Severe Weather,,5595.0,93.25,More than 3 days,488689.0,2435.3,1
1077,2008-05-08 10:21:00,2008,5,Spring,California,CA,West,WECC,Cold,System Operability Disruption,,155.0,2.5833333333333335,Under 1 day,,4303.7,1
1384,2008-05-11 06:00:00,2008,5,Spring,Georgia,GA,Southeast,SERC,Cold,Severe Weather,Thunderstorm,1950.0,32.5,1 to 3 days,80539.0,1516.0,1
301,2008-05-11 16:50:00,2008,5,Spring,Indiana,IN,Central,RFC,Cold,Islanding,,233.0,3.8833333333333333,Under 1 day,9700.0,1860.0,1
778,2008-05-12 00:01:00,2008,5,Spring,New Jersey,NJ,Northeast,RFC,Cold,Severe Weather,Storm,3599.0,59.983333333333334,1 to 3 days,135000.0,2851.2,1
1398,2008-05-27 14:02:00,2008,5,Spring,Connecticut,CT,Northeast,NPCC,Cold,Severe Weather,Thunderstorm,110.0,1.8333333333333333,Under 1 day,56400.0,1721.9,1
368,2008-05-30 09:30:00,2008,5,Spring,Illinois,IL,Central,RFC,Cold,Severe Weather,Storm,810.0,13.5,Under 1 day,109000.0,2877.6,1
1020,2008-05-30 14:05:00,2008,5,Spring,Louisiana,LA,South,SERC,Cold,System Operability Disruption,,355.0,5.916666666666667,Under 1 day,,1685.8,1
322,2008-05-30 22:00:00,2008,5,Spring,Indiana,IN,Central,RFC,Cold,Severe Weather,Thunderstorm,7319.0,121.98333333333333,More than 3 days,70000.0,1860.0,1
523,2008-06-04 15:00:00,2008,6,Summer,Maryland,MD,Northeast,RFC,Cold,Severe Weather,Storm,4470.0,74.5,More than 3 days,108000.0,2511.4,1
563,2008-06-04 15:00:00,2008,6,Summer,Maryland,MD,Northeast,RFC,Cold,Severe Weather,Thunderstorm,1320.0,22.0,Under 1 day,249408.0,2511.4,1
1335,2008-06-04 15:04:00,2008,6,Summer,Virginia,VA,Southeast,SERC,Cold,Severe Weather,Thunderstorm,1826.0,30.433333333333334,1 to 3 days,253800.0,2265.2,1
138,2008-06-06 15:18:00,2008,6,Summer,Michigan,MI,East North Central,RFC,Cold,Severe Weather,Thunderstorm,8922.0,148.7,More than 3 days,358000.0,2034.1,1
392,2008-06-08 09:30:00,2008,6,Summer,Illinois,IL,Central,RFC,Cold,Severe Weather,,2010.0,33.5,1 to 3 days,125000.0,2877.6,1
133,2008-06-08 18:00:00,2008,6,Summer,Michigan,MI,East North Central,RFC,Cold,Severe Weather,Storm,11850.0,197.5,More than 3 days,150000.0,2034.1,1
790,2008-06-09 14:52:00,2008,6,Summer,New Jersey,NJ,Northeast,RFC,Cold,Severe Weather,Wildfire,333.0,5.55,Under 1 day,75654.0,2851.2,1
949,2008-06-10 11:00:00,2008,6,Summer,New York,NY,Northeast,NPCC,Cold,Severe Weather,Storm,4710.0,78.5,More than 3 days,68000.0,4161.4,1
782,2008-06-10 18:00:00,2008,6,Summer,New Jersey,NJ,Northeast,RFC,Cold,Severe Weather,Storm,6090.0,101.5,More than 3 days,248800.0,2851.2,1
585,2008-06-10 19:00:00,2008,6,Summer,Pennsylvania,PA,Northeast,RFC,Cold,Severe Weather,Thunderstorm,5579.0,92.98333333333333,More than 3 days,198000.0,2123.4,1
976,2008-06-11 13:15:00,2008,6,Summer,New York,NY,Northeast,NPCC,Cold,System Operability Disruption,Uncontrolled Loss,50.0,0.8333333333333334,Under 1 day,61000.0,4161.4,1
916,2008-06-12 15:30:00,2008,6,Summer,Iowa,IA,East North Central,RFC,Cold,Severe Weather,Flooding,8670.0,144.5,More than 3 days,21000.0,2045.8,1
384,2008-06-15 08:00:00,2008,6,Summer,Illinois,IL,Central,RFC,Cold,Severe Weather,,720.0,12.0,Under 1 day,165000.0,2877.6,1
305,2008-06-15 19:06:00,2008,6,Summer,Indiana,IN,Central,RFC,Cold,Islanding,,96.0,1.6,Under 1 day,9700.0,1860.0,1
1311,2008-06-16 16:15:00,2008,6,Summer,Virginia,VA,Southeast,SERC,Cold,Severe Weather,Thunderstorm,424.0,7.066666666666666,Under 1 day,115000.0,2265.2,1
255,2008-06-17 09:01:00,2008,6,Summer,Texas,TX,South,TRE,Cold,Severe Weather,Thunderstorm,3569.0,59.483333333333334,1 to 3 days,234393.0,2435.3,1
1115,2008-06-21 15:09:00,2008,6,Summer,California,CA,West,WECC,Cold,Severe Weather,Thunderstorm,224.0,3.7333333333333334,Under 1 day,477.0,4303.7,1
335,2008-06-22 16:55:00,2008,6,Summer,Indiana,IN,Central,RFC,Cold,Severe Weather,Thunderstorm,10.0,0.16666666666666666,Under 1 day,,1860.0,1
323,2008-06-23 13:44:00,2008,6,Summer,Indiana,IN,Central,RFC,Cold,Equipment Failure,Breaker Trip,1.0,0.016666666666666666,Under 1 day,,1860.0,1
1064,2008-06-23 16:52:00,2008,6,Summer,Florida,FL,Southeast,FRCC,Cold,Equipment Failure,Transmission Trip,396.0,6.6,Under 1 day,32593.0,2315.2,1
122,2008-06-26 17:00:00,2008,6,Summer,Michigan,MI,East North Central,RFC,Cold,Severe Weather,Thunderstorm,270.0,4.5,Under 1 day,53000.0,2034.1,1
1349,2008-06-27 16:30:00,2008,6,Summer,Nebraska,NE,West North Central,MRO,Cold,Severe Weather,Heavy Wind,60.0,1.0,Under 1 day,126000.0,2549.1,1
1195,2008-07-01 07:31:00,2008,7,Summer,California,CA,West,WECC,Normal,Equipment Failure,Generator Trip,269.0,4.483333333333333,Under 1 day,,4303.7,1
131,2008-07-02 15:00:00,2008,7,Summer,Michigan,MI,East North Central,RFC,Normal,Severe Weather,,5580.0,93.0,More than 3 days,239663.0,2034.1,1
1230,2008-07-02 19:16:00,2008,7,Summer,California,CA,West,WECC,Normal,Severe Weather,Wildfire,252.0,4.2,Under 1 day,200000.0,4303.7,1
1089,2008-07-02 19:36:00,2008,7,Summer,California,CA,West,WECC,Normal,Severe Weather,Wildfire,1054.0,17.566666666666666,Under 1 day,37784.0,4303.7,1
166,2008-07-02 20:00:00,2008,7,Summer,Michigan,MI,East North Central,RFC,Normal,Severe Weather,Thunderstorm,1140.0,19.0,Under 1 day,56000.0,2034.1,1
1280,2008-07-07 12:15:00,2008,7,Summer,California,CA,West,WECC,Normal,Severe Weather,Heatwave,4605.0,76.75,More than 3 days,0.0,4303.7,1
1166,2008-07-10 14:22:00,2008,7,Summer,California,CA,West,WECC,Normal,Equipment Failure,Generator Trip,179.0,2.9833333333333334,Under 1 day,,4303.7,1
336,2008-07-22 03:00:00,2008,7,Summer,Indiana,IN,Central,RFC,Normal,Severe Weather,Thunderstorm,3872.0,64.53333333333333,1 to 3 days,58000.0,1860.0,1
714,2008-07-22 03:00:00,2008,7,Summer,Ohio,OH,Central,RFC,Normal,Severe Weather,Thunderstorm,2190.0,36.5,1 to 3 days,56000.0,2033.7,1
218,2008-07-23 05:56:00,2008,7,Summer,Texas,TX,South,TRE,Normal,Severe Weather,Hurricanes,12124.0,202.06666666666666,More than 3 days,211266.0,2435.3,1
1468,2008-07-24 07:23:00,2008,7,Summer,Maine,ME,Northeast,NPCC,Normal,Severe Weather,Thunderstorm; Islanding,618.0,10.3,Under 1 day,110000.0,1428.0,1
374,2008-08-04 18:00:00,2008,8,Summer,Illinois,IL,Central,RFC,Normal,Severe Weather,,3000.0,50.0,1 to 3 days,653000.0,2877.6,1
330,2008-08-05 03:00:00,2008,8,Summer,Indiana,IN,Central,RFC,Normal,Severe Weather,Storm,1130.0,18.833333333333332,Under 1 day,63000.0,1860.0,1
445,2008-08-15 12:52:00,2008,8,Summer,Washington,WA,Northwest,WECC,Normal,Public Appeal,,248.0,4.133333333333334,Under 1 day,8000.0,2380.0,1
213,2008-08-16 05:23:00,2008,8,Summer,Texas,TX,South,TRE,Normal,Severe Weather,Lightning,847.0,14.116666666666667,Under 1 day,71823.0,2435.3,1
1054,2008-08-19 09:29:00,2008,8,Summer,Florida,FL,Southeast,FRCC,Normal,Severe Weather,Hurricanes,5071.0,84.51666666666667,More than 3 days,101950.0,2315.2,1
1036,2008-08-21 19:00:00,2008,8,Summer,Florida,FL,Southeast,FRCC,Normal,Severe Weather,Hurricanes,5820.0,97.0,More than 3 days,430000.0,2315.2,1
991,2008-08-31 07:30:00,2008,8,Summer,Louisiana,LA,South,SERC,Normal,Fuel Supply Emergency,,28170.0,469.5,More than 3 days,,1685.8,1
1014,2008-09-01 10:30:00,2008,9,Fall,Louisiana,LA,South,SERC,Normal,Severe Weather,Hurricanes,17812.0,296.8666666666667,More than 3 days,150000.0,1685.8,1
1011,2008-09-01 11:45:00,2008,9,Fall,Louisiana,LA,South,SERC,Normal,Severe Weather,Hurricanes,13215.0,220.25,More than 3 days,246092.0,1685.8,1
768,2008-09-06 07:45:00,2008,9,Fall,North Carolina,NC,Southeast,SERC,Normal,Severe Weather,Hurricanes,885.0,14.75,Under 1 day,57000.0,1367.2,1
1227,2008-09-08 22:03:00,2008,9,Fall,California,CA,West,WECC,Normal,Fuel Supply Emergency,,865.0,14.416666666666666,Under 1 day,,4303.7,1
203,2008-09-12 18:21:00,2008,9,Fall,Texas,TX,South,TRE,Normal,Severe Weather,Hurricanes,27698.0,461.6333333333333,More than 3 days,2142678.0,2435.3,1
269,2008-09-12 18:21:00,2008,9,Fall,Texas,TX,South,TRE,Normal,Severe Weather,Hurricanes,27698.0,461.6333333333333,More than 3 days,2504366.0,2435.3,1
275,2008-09-12 20:00:00,2008,9,Fall,Texas,TX,South,TRE,Normal,Severe Weather,Hurricanes,21540.0,359.0,More than 3 days,113247.0,2435.3,1
1015,2008-09-13 10:24:00,2008,9,Fall,Louisiana,LA,South,SERC,Normal,Severe Weather,Hurricanes,20416.0,340.26666666666665,More than 3 days,50000.0,1685.8,1
249,2008-09-13 12:00:00,2008,9,Fall,Texas,TX,South,TRE,Normal,Severe Weather,Hurricanes,3360.0,56.0,1 to 3 days,238392.0,2435.3,1
646,2008-09-14 10:01:00,2008,9,Fall,Kentucky,KY,Central,RFC,Normal,Severe Weather,Heavy Wind,10499.0,174.98333333333332,More than 3 days,18000.0,1795.8,1
641,2008-09-14 11:30:00,2008,9,Fall,Kentucky,KY,Central,RFC,Normal,Severe Weather,Hurricanes,300.0,5.0,Under 1 day,375000.0,1795.8,1
697,2008-09-14 14:00:00,2008,9,Fall,Ohio,OH,Central,RFC,Normal,Severe Weather,Hurricanes,4200.0,70.0,1 to 3 days,95000.0,2033.7,1
604,2008-09-14 17:00:00,2008,9,Fall,Pennsylvania,PA,Northeast,RFC,Normal,Severe Weather,Heavy Wind,6938.0,115.63333333333334,More than 3 days,124596.0,2123.4,1
719,2008-09-14 17:00:00,2008,9,Fall,Ohio,OH,Central,RFC,Normal,Severe Weather,Heavy Wind,11531.0,192.18333333333334,More than 3 days,564728.0,2033.7,1
723,2008-09-14 17:00:00,2008,9,Fall,Ohio,OH,Central,RFC,Normal,Severe Weather,Heavy Wind,11420.0,190.33333333333334,More than 3 days,245164.0,2033.7,1
607,2008-09-14 19:00:00,2008,9,Fall,Pennsylvania,PA,Northeast,RFC,Normal,Severe Weather,Hurricanes,299.0,4.983333333333333,Under 1 day,105000.0,2123.4,1
612,2008-09-15 00:37:00,2008,9,Fall,Pennsylvania,PA,Northeast,RFC,Normal,Severe Weather,Hurricanes,6713.0,111.88333333333334,More than 3 days,160875.0,2123.4,1
1106,2008-09-30 14:02:00,2008,9,Fall,California,CA,West,WECC,Normal,Islanding,,3.0,0.05,Under 1 day,10000.0,4303.7,1
1010,2008-10-02 14:50:00,2008,10,Fall,Louisiana,LA,South,SERC,Normal,System Operability Disruption,,420.0,7.0,Under 1 day,,1685.8,1
1409,2008-10-25 23:00:00,2008,10,Fall,Connecticut,CT,Northeast,NPCC,Normal,Severe Weather,Storm,2640.0,44.0,1 to 3 days,52000.0,1721.9,1
1201,2008-11-07 11:13:00,2008,11,Fall,California,CA,West,WECC,Cold,System Operability Disruption,,761.0,12.683333333333334,Under 1 day,140000.0,4303.7,1
1284,2008-11-07 11:15:00,2008,11,Fall,California,CA,West,WECC,Cold,System Operability Disruption,,759.0,12.65,Under 1 day,400000.0,4303.7,1
1271,2008-11-15 09:39:00,2008,11,Fall,California,CA,West,WECC,Cold,Severe Weather,Wildfire,751.0,12.516666666666667,Under 1 day,115500.0,4303.7,1
859,2008-12-02 04:30:00,2008,12,Winter,Missouri,MO,Central,RFC,Cold,Severe Weather,Wildfire,870.0,14.5,Under 1 day,53000.0,2053.5,1
783,2008-12-09 17:27:00,2008,12,Winter,New Jersey,NJ,Northeast,RFC,Cold,System Operability Disruption,Transmission Interruption,1365.0,22.75,Under 1 day,156729.0,2851.2,1
822,2008-12-10 17:09:00,2008,12,Winter,Oregon,OR,Northwest,WECC,Cold,Equipment Failure,,200.0,3.3333333333333335,Under 1 day,3.0,2804.9,1
944,2008-12-11 18:00:00,2008,12,Winter,New York,NY,Northeast,NPCC,Cold,Severe Weather,Winter Storm,5400.0,90.0,More than 3 days,60000.0,4161.4,1
937,2008-12-12 02:38:00,2008,12,Winter,New York,NY,Northeast,NPCC,Cold,Severe Weather,Winter Storm,10726.0,178.76666666666668,More than 3 days,190000.0,4161.4,1
1461,2008-12-12 08:45:00,2008,12,Winter,Maine,ME,Northeast,NPCC,Cold,Severe Weather,Winter Storm,3667.0,61.11666666666667,1 to 3 days,169757.0,1428.0,1
1249,2008-12-13 15:30:00,2008,12,Winter,California,CA,West,WECC,Cold,Public Appeal,,11867.0,197.78333333333333,More than 3 days,,4303.7,1
1252,2008-12-19 01:02:00,2008,12,Winter,California,CA,West,WECC,Cold,Islanding,,1035.0,17.25,Under 1 day,638.0,4303.7,1
304,2008-12-19 09:00:00,2008,12,Winter,Indiana,IN,Central,RFC,Cold,Severe Weather,Winter Storm,2120.0,35.333333333333336,1 to 3 days,50000.0,1860.0,1
1178,2008-12-26 11:40:00,2008,12,Winter,California,CA,West,WECC,Cold,System Operability Disruption,,234.0,3.9,Under 1 day,50000.0,4303.7,1
107,2008-12-27 16:00:00,2008,12,Winter,Michigan,MI,East North Central,RFC,Cold,Severe Weather,Heavy Wind,7650.0,127.5,More than 3 days,247847.0,2034.1,1
105,2008-12-28 04:45:00,2008,12,Winter,Michigan,MI,East North Central,RFC,Cold,Severe Weather,Heavy Wind,5115.0,85.25,More than 3 days,210517.0,2034.1,1
132,2008-12-28 11:45:00,2008,12,Winter,Michigan,MI,East North Central,RFC,Cold,Severe Weather,Heavy Wind,705.0,11.75,Under 1 day,230000.0,2034.1,1
333,2008-12-30 16:02:00,2008,12,Winter,Indiana,IN,Central,RFC,Cold,System Operability Disruption,,35.0,0.5833333333333334,Under 1 day,9700.0,1860.0,1
290,2009-01-05 05:00:00,2009,1,Winter,Texas,TX,South,TRE,Cold,Severe Weather,Storm,2220.0,37.0,1 to 3 days,157019.0,2435.3,1
1051,2009-01-08 23:46:00,2009,1,Winter,Florida,FL,Southeast,FRCC,Cold,Equipment Failure,Transmission Trip,1419.0,23.65,Under 1 day,31000.0,2315.2,1
297,2009-01-17 08:00:00,2009,1,Winter,Indiana,IN,Central,RFC,Cold,Fuel Supply Emergency,,12240.0,204.0,More than 3 days,,1860.0,1
303,2009-01-22 16:00:00,2009,1,Winter,Indiana,IN,Central,RFC,Cold,System Operability Disruption,,65.0,1.0833333333333333,Under 1 day,9700.0,1860.0,1
643,2009-01-27 05:00:00,2009,1,Winter,Kentucky,KY,Central,RFC,Cold,Severe Weather,Winter Storm,3570.0,59.5,1 to 3 days,383000.0,1795.8,1
644,2009-01-27 05:03:00,2009,1,Winter,Kentucky,KY,Central,SERC,Cold,Severe Weather,Winter Storm,6492.0,108.2,More than 3 days,190000.0,1795.8,1
854,2009-01-27 11:00:00,2009,1,Winter,Missouri,MO,Central,SERC,Cold,Severe Weather,Winter Storm,4740.0,79.0,More than 3 days,62500.0,2053.5,1
1286,2009-01-27 13:46:00,2009,1,Winter,Arkansas,AR,South,SERC,Cold,Severe Weather,Winter Storm,10274.0,171.23333333333332,More than 3 days,111818.0,1492.8,1
1288,2009-01-27 21:00:00,2009,1,Winter,Arkansas,AR,South,SERC,Cold,Severe Weather,Winter Storm,2700.0,45.0,1 to 3 days,215700.0,1492.8,1
49,2009-01-27 21:45:00,2009,1,Winter,Tennessee,TN,Central,SERC,Cold,Severe Weather,Winter Storm,32.0,0.5333333333333333,Under 1 day,,1450.3,1
853,2009-01-28 00:10:00,2009,1,Winter,Missouri,MO,Central,RFC,Cold,Severe Weather,Winter Storm,4150.0,69.16666666666667,1 to 3 days,,2053.5,1
647,2009-01-28 04:00:00,2009,1,Winter,Kentucky,KY,Central,RFC,Cold,Severe Weather,Winter Storm,15180.0,253.0,More than 3 days,3500.0,1795.8,1
338,2009-01-28 06:00:00,2009,1,Winter,Indiana,IN,Central,RFC,Cold,Severe Weather,Winter Storm,12240.0,204.0,More than 3 days,75000.0,1860.0,1
334,2009-01-28 07:50:00,2009,1,Winter,Indiana,IN,Central,RFC,Cold,Severe Weather,Winter Storm,23773.0,396.21666666666664,More than 3 days,53700.0,1860.0,1
217,2009-02-11 02:30:00,2009,2,Winter,Texas,TX,South,TRE,Cold,Severe Weather,Heavy Wind,570.0,9.5,Under 1 day,64801.0,2435.3,1
637,2009-02-11 19:00:00,2009,2,Winter,Kentucky,KY,Central,RFC,Cold,Severe Weather,Thunderstorm,1680.0,28.0,1 to 3 days,78000.0,1795.8,1
722,2009-02-12 02:30:00,2009,2,Winter,Ohio,OH,Central,RFC,Cold,Severe Weather,Heavy Wind,930.0,15.5,Under 1 day,184000.0,2033.7,1
613,2009-02-12 08:00:00,2009,2,Winter,Pennsylvania,PA,Northeast,RFC,Cold,Severe Weather,Heavy Wind,5160.0,86.0,More than 3 days,132000.0,2123.4,1
703,2009-02-13 02:30:00,2009,2,Winter,Ohio,OH,Central,RFC,Cold,Severe Weather,Heavy Wind,3630.0,60.5,1 to 3 days,184000.0,2033.7,1
1459,2009-02-23 02:38:00,2009,2,Winter,Maine,ME,Northeast,NPCC,Cold,Severe Weather,Winter Storm,2108.0,35.13333333333333,1 to 3 days,131000.0,1428.0,1
281,2009-03-01 00:15:00,2009,3,Spring,Texas,TX,South,WECC,Normal,Equipment Failure,Transmission Trip,885.0,14.75,Under 1 day,132000.0,2435.3,1
1334,2009-03-01 22:00:00,2009,3,Spring,Virginia,VA,Southeast,SERC,Normal,Severe Weather,Winter Storm,2640.0,44.0,1 to 3 days,217000.0,2265.2,1
121,2009-03-03 06:48:00,2009,3,Spring,Michigan,MI,East North Central,RFC,Normal,Equipment Failure,Transformer Outage,78377.0,1306.2833333333333,More than 3 days,,2034.1,1
1331,2009-03-03 22:00:00,2009,3,Spring,Virginia,VA,Southeast,RFC,Normal,Public Appeal,,1337.0,22.283333333333335,Under 1 day,,2265.2,1
1266,2009-03-08 22:16:00,2009,3,Spring,California,CA,West,WECC,Normal,System Operability Disruption,,89.0,1.4833333333333334,Under 1 day,,4303.7,1
86,2009-04-06 01:00:00,2009,4,Spring,Michigan,MI,East North Central,RFC,Normal,Severe Weather,Winter Storm,3540.0,59.0,1 to 3 days,70793.0,2034.1,1
435,2009-04-23 16:25:00,2009,4,Spring,Washington,WA,Northwest,WECC,Normal,Equipment Failure,Transmission Trip,1204.0,20.066666666666666,Under 1 day,93300.0,2380.0,1
1204,2009-04-23 17:54:00,2009,4,Spring,California,CA,West,WECC,Normal,System Operability Disruption,Hvsubstation Interruption,124.0,2.066666666666667,Under 1 day,280000.0,4303.7,1
1007,2009-04-24 11:09:00,2009,4,Spring,Louisiana,LA,South,SERC,Normal,System Operability Disruption,,732.0,12.2,Under 1 day,11000.0,1685.8,1
101,2009-04-25 14:30:00,2009,4,Spring,Michigan,MI,East North Central,RFC,Normal,Severe Weather,Wind/Rain,5670.0,94.5,More than 3 days,125000.0,2034.1,1
254,2009-04-27 15:30:00,2009,4,Spring,Texas,TX,South,TRE,Normal,Severe Weather,Heavy Wind,1920.0,32.0,1 to 3 days,158000.0,2435.3,1
852,2009-05-08 07:30:00,2009,5,Spring,Missouri,MO,Central,SERC,Normal,Severe Weather,Thunderstorm,810.0,13.5,Under 1 day,83000.0,2053.5,1
394,2009-05-08 13:30:00,2009,5,Spring,Illinois,IL,Central,SERC,Normal,Severe Weather,Thunderstorm,9230.0,153.83333333333334,More than 3 days,68800.0,2877.6,1
639,2009-05-29 09:05:00,2009,5,Spring,Kentucky,KY,Central,SERC,Normal,Equipment Failure,Transmission,652.0,10.866666666666667,Under 1 day,,1795.8,1
1197,2009-06-05 13:38:00,2009,6,Summer,California,CA,West,WECC,Normal,Islanding,,400.0,6.666666666666667,Under 1 day,70.0,4303.7,1
565,2009-06-09 17:25:00,2009,6,Summer,Maryland,MD,Northeast,RFC,Normal,Severe Weather,Thunderstorm,2855.0,47.583333333333336,1 to 3 days,85091.0,2511.4,1
286,2009-06-10 18:00:00,2009,6,Summer,Texas,TX,South,TRE,Normal,Severe Weather,Storm,6000.0,100.0,More than 3 days,800000.0,2435.3,1
42,2009-06-12 16:37:00,2009,6,Summer,Tennessee,TN,Central,SERC,Normal,Severe Weather,Storm,136.0,2.2666666666666666,Under 1 day,136000.0,1450.3,1
1387,2009-06-12 22:00:00,2009,6,Summer,Georgia,GA,Southeast,SERC,Normal,Severe Weather,Thunderstorm,1200.0,20.0,Under 1 day,102000.0,1516.0,1
1259,2009-06-16 23:00:00,2009,6,Summer,California,CA,West,WECC,Normal,Fuel Supply Emergency,,900.0,15.0,Under 1 day,,4303.7,1
153,2009-06-19 00:01:00,2009,6,Summer,Michigan,MI,East North Central,RFC,Normal,Severe Weather,Storm,4259.0,70.98333333333333,1 to 3 days,99000.0,2034.1,1
362,2009-06-19 13:00:00,2009,6,Summer,Illinois,IL,Central,SERC,Normal,Severe Weather,Storm,659.0,10.983333333333333,Under 1 day,245000.0,2877.6,1
1009,2009-06-24 13:30:00,2009,6,Summer,Louisiana,LA,South,SERC,Normal,Public Appeal,,510.0,8.5,Under 1 day,,1685.8,1
235,2009-06-25 15:16:00,2009,6,Summer,Texas,TX,South,TRE,Normal,Public Appeal,,224.0,3.7333333333333334,Under 1 day,,2435.3,1
92,2009-06-25 15:30:00,2009,6,Summer,Michigan,MI,East North Central,RFC,Normal,Severe Weather,Wind/Rain,4590.0,76.5,More than 3 days,118000.0,2034.1,1
1395,2009-06-26 17:00:00,2009,6,Summer,Connecticut,CT,Northeast,NPCC,Normal,Severe Weather,Thunderstorm,4560.0,76.0,More than 3 days,50752.0,1721.9,1
1467,2009-07-02 22:44:00,2009,7,Summer,Maine,ME,Northeast,NPCC,Warm,Islanding,,881.0,14.683333333333334,Under 1 day,0.0,1428.0,1
252,2009-07-07 15:30:00,2009,7,Summer,Texas,TX,South,TRE,Warm,Public Appeal,,210.0,3.5,Under 1 day,,2435.3,1
291,2009-07-08 13:30:00,2009,7,Summer,Texas,TX,South,TRE,Warm,Public Appeal,,330.0,5.5,Under 1 day,,2435.3,1
992,2009-07-14 13:00:00,2009,7,Summer,Louisiana,LA,South,SPP,Warm,Public Appeal,,300.0,5.0,Under 1 day,,1685.8,1
1013,2009-07-15 13:00:00,2009,7,Summer,Louisiana,LA,South,SPP,Warm,Public Appeal,,300.0,5.0,Under 1 day,,1685.8,1
1022,2009-07-16 13:00:00,2009,7,Summer,Louisiana,LA,South,SPP,Warm,Public Appeal,,300.0,5.0,Under 1 day,,1685.8,1
258,2009-07-18 19:00:00,2009,7,Summer,Texas,TX,South,TRE,Warm,Severe Weather,Thunderstorm,1560.0,26.0,1 to 3 days,73000.0,2435.3,1
1496,2009-07-20 21:50:00,2009,7,Summer,Colorado,CO,Southwest,WECC,Warm,Severe Weather,Thunderstorm,2710.0,45.166666666666664,1 to 3 days,86058.0,2836.1,1
1267,2009-07-21 05:34:00,2009,7,Summer,California,CA,West,WECC,Warm,Equipment Failure,Generator Trip,909.0,15.15,Under 1 day,1.0,4303.7,1
26,2009-07-27 05:05:00,2009,7,Summer,Tennessee,TN,Central,SERC,Warm,Equipment Failure,Computer Hardware,762.0,12.7,Under 1 day,,1450.3,1
681,2009-07-28 20:18:00,2009,7,Summer,Utah,UT,Southwest,WECC,Warm,Equipment Failure,Substation,15.0,0.25,Under 1 day,,2737.1,1
260,2009-08-05 15:00:00,2009,8,Summer,Texas,TX,South,TRE,Warm,Public Appeal,,240.0,4.0,Under 1 day,,2435.3,1
119,2009-08-07 23:00:00,2009,8,Summer,Michigan,MI,East North Central,RFC,Warm,Severe Weather,Wind/Rain,5700.0,95.0,More than 3 days,137000.0,2034.1,1
157,2009-08-09 19:31:00,2009,8,Summer,Michigan,MI,East North Central,RFC,Warm,Severe Weather,Thunderstorm,1588.0,26.466666666666665,1 to 3 days,58156.0,2034.1,1
